"","uid_max","visitor_access_level","total_days","other.web.sites","search.engines","social.networks","typed_bookmarked","Purchase.IDs","product","last_touch_referrer"
"305","1278137","subscribed",2,1,0,0,1,"D6298164","Digital Only - Annual","other web sites"
"306","1278166","subscribed",1,0,1,0,1,"D5939671","Digital Only - Annual","typed/bookmarked"
"307","1278212","subscribed",12,2,2,0,15,"D6225828","Digital Only - Annual","typed/bookmarked"
"308","1278257246250395657_4050606413458661960","anonymous",1,0,0,0,1,"D6226447","Premium (Digital + Print)","typed/bookmarked"
"309","1278429","reg",2,0,0,0,2,"D6306223","Digital Only - Monthly","typed/bookmarked"
"310","1278480","subscribed",36,3,4,0,107,"D6057412","Digital Only - Annual","typed/bookmarked"
"311","1278567","reg",15,4,0,0,15,"D6269801","Digital Only - Annual","typed/bookmarked"
"312","1278599","subscribed",3,3,2,0,0,"D6274441","Digital Only - Annual","other web sites"
"313","1278645","reg",4,0,1,2,2,"D6174423","Premium (Digital + Print)","typed/bookmarked"
"314","1278923","subscribed",2,1,2,0,2,"D6055636","Digital Only - Annual","search engines"
"315","1278989","reg",2,0,0,0,2,"D6075101","Digital Only - Annual","typed/bookmarked"
"316","1279027","subscribed",5,4,2,0,2,"D6264335","Digital Only - Annual","other web sites"
"317","1279532","reg",3,1,2,0,2,"D6286281","Premium (Digital + Print)","typed/bookmarked"
"318","1279779","subscribed",2,1,0,1,2,"D6095210","Premium (Digital + Print)","typed/bookmarked"
"319","1279878","subscribed",24,5,1,0,35,"D6088408","Digital Only - Annual","typed/bookmarked"
"320","1280553","subscribed",8,2,2,0,5,"D6171061","Digital Only - Annual","typed/bookmarked"
"321","1280603","subscribed",19,1,3,0,19,"D6103257","Premium (Digital + Print)","typed/bookmarked"
"322","1280783","anonymous",1,0,0,1,0,"D6095117","Premium (Digital + Print)","social networks"
"323","1281437","subscribed",3,1,4,0,0,"D6306228","Digital Only - Annual","search engines"
"324","1281655","anonymous",1,0,0,0,1,"D6044029","Digital Only - Monthly","typed/bookmarked"
"325","1281708","reg",1,0,1,0,0,"D6284503","Digital Only - Monthly","search engines"
"326","1281941","subscribed",22,10,3,0,35,"D6270168","Digital Only - Annual","typed/bookmarked"
"327","1281953","subscribed",5,10,1,0,0,"D5948224","Digital Only - Monthly","search engines"
"328","1282058","reg",2,0,2,0,0,"D6234066","Digital Only - Monthly","search engines"
"329","1282150","anonymous",1,0,0,0,1,"D6066153","Premium (Digital + Print)","typed/bookmarked"
"330","1282219","subscribed",52,66,0,0,22,"D6264312","All Access","other web sites"
"331","1282877","subscribed",9,0,3,0,10,"D6031553","Digital Only - Monthly","typed/bookmarked"
"332","1283432","subscribed",6,0,3,1,2,"D6055602","Digital Only - Monthly","search engines"
"333","1283525","reg",2,0,2,0,1,"D6234668","Digital Only - Monthly","search engines"
"334","1283556","reg",2,1,1,0,0,"D6043024","Digital Only - Annual","search engines"
"335","1283638","reg",5,0,1,0,4,"D6207781","Digital Only - Annual","typed/bookmarked"
"336","1283675","reg",1,0,0,0,1,"D6269993","Premium (Digital + Print)","typed/bookmarked"
"337","1283728","subscribed",1,1,1,0,1,"D5926596","Digital Only - Monthly","search engines"
"338","1284105","reg",9,0,5,0,6,"D6273873","Digital Only - Annual","search engines"
"339","1284163","reg",13,1,2,0,15,"D6259088","Digital Only - Annual","other web sites"
"340","1284604","subscribed",47,2,18,0,72,"D6287408","All Access","typed/bookmarked"
"341","1284706","subscribed",5,0,0,0,5,"D6217298","Digital Only - Annual","typed/bookmarked"
"342","1285065","reg",1,0,0,0,1,"D6269717","Digital Only - Annual","typed/bookmarked"
"343","1285170","reg",7,0,0,3,4,"D6056436","Digital Only - Annual","typed/bookmarked"
"344","1285635","subscribed",8,0,1,0,9,"D6174571","Digital Only - Monthly","search engines"
"345","1286352","subscribed",1,0,0,0,1,"D5919512","Digital Only - Annual","typed/bookmarked"
"346","1287399","anonymous",1,0,0,0,1,"D6154360","Digital Only - Annual","typed/bookmarked"
"347","1287421","subscribed",4,3,0,0,5,"D6043457","Digital Only - Annual","other web sites"
"348","1288282","reg",1,0,0,0,1,"D6225028","Digital Only - Monthly","typed/bookmarked"
"349","1288609","reg",1,1,0,0,1,"D6269844","Digital Only - Monthly","other web sites"
"350","1289073","subscribed",4,4,0,0,5,"D6295050","Premium (Digital + Print)","typed/bookmarked"
"351","1289964","reg",17,4,2,0,15,"D6055460","Digital Only - Annual","typed/bookmarked"
"352","1289982","subscribed",1,0,0,0,1,"D5939264","Digital Only - Annual","typed/bookmarked"
"353","1289992775264271073_9033977915233940532","anonymous",1,0,0,0,1,"D6075154","Premium (Digital + Print)","typed/bookmarked"
"354","1290835","reg",10,0,1,0,9,"D6153441","Digital Only - Annual","typed/bookmarked"
"355","1291183","subscribed",2,0,0,2,0,"D6026517","Digital Only - Monthly","social networks"
"356","1291775","reg",3,0,1,0,3,"D6088932","Digital Only - Monthly","search engines"
"357","1292778","reg",2,0,0,0,2,"D6039711","Digital Only - Monthly","typed/bookmarked"
"358","1292793","subscribed",29,32,0,0,10,"D6154273","Premium (Digital + Print)","typed/bookmarked"
"359","1293026","reg",1,0,1,0,0,"D6041950","Digital Only - Monthly","search engines"
"360","1294509","reg",1,0,0,0,1,"D6095990","Digital Only - Annual","typed/bookmarked"
"361","1295031","reg",1,0,1,0,0,"D5938593","Digital Only - Annual","search engines"
"362","1295190","anonymous",5,6,0,0,1,"D5948151","Digital Only - Monthly","typed/bookmarked"
"363","1295357","reg",5,2,1,0,3,"D5941356","Digital Only - Annual","other web sites"
"364","1295561","reg",1,0,0,0,1,"D6020649","All Access","typed/bookmarked"
"365","1296026","reg",2,0,0,0,2,"D5940197","Digital Only - Monthly","typed/bookmarked"
"366","1296412","subscribed",2,0,0,0,5,"D5936681","Premium (Digital + Print)","typed/bookmarked"
"367","1296998","subscribed",33,13,4,0,40,"D6263439","Digital Only - Annual","typed/bookmarked"
"368","1297654","reg",21,9,2,0,28,"D6075098","Digital Only - Monthly","search engines"
"369","1297887","subscribed",13,9,1,0,7,"D6225608","All Access","other web sites"
"370","1298310","reg",1,0,1,0,0,"D6246524","Digital Only - Monthly","search engines"
"371","1298400","subscribed",1,1,0,0,1,"D6182724","Premium (Digital + Print)","other web sites"
"372","1298463","reg",9,0,0,0,9,"D6042076","Digital Only - Annual","typed/bookmarked"
"373","1298798","subscribed",3,0,2,0,2,"D6294421","Digital Only - Monthly","typed/bookmarked"
"374","1298806","subscribed",2,0,0,0,2,"D6046328","All Access","typed/bookmarked"
"375","1298812","subscribed",1,0,0,0,1,"D6244325","All Access","typed/bookmarked"
"376","1299186","reg",4,0,0,0,5,"D6104706","Digital Only - Annual","typed/bookmarked"
"377","1299199","reg",4,1,1,0,3,"D6258439","Digital Only - Annual","typed/bookmarked"
"378","1299405","anonymous",1,0,1,0,0,"D6263028","Digital Only - Monthly","search engines"
"379","1299525","subscribed",3,0,2,0,2,"D6055596","All Access","search engines"
"380","1299959","reg",2,0,0,0,3,"D6240384","Digital Only - Monthly","typed/bookmarked"
"381","1300085","reg",1,0,0,0,1,"D6103787","Digital Only - Monthly","typed/bookmarked"
"382","1300685","reg",4,1,0,0,5,"D6028334","Digital Only - Annual","typed/bookmarked"
"383","1301013","reg",1,0,0,0,1,"D6204909","Premium (Digital + Print)","typed/bookmarked"
"384","1301301","anonymous",1,0,0,0,1,"D6065301","Digital Only - Annual","typed/bookmarked"
"385","1301401","reg",3,0,4,0,0,"D6274668","Digital Only - Annual","search engines"
"386","1301748","subscribed",3,1,1,0,1,"D6056193","Digital Only - Monthly","search engines"
"387","1303611","reg",1,0,1,0,0,"D6041944","Premium (Digital + Print)","search engines"
"388","1304569","subscribed",2,0,0,0,3,"D6274877","All Access","typed/bookmarked"
"389","1305155","anonymous",1,0,0,0,1,"D6103475","Digital Only - Annual","typed/bookmarked"
"390","1305756","reg",1,0,1,0,0,"D6003937","Digital Only - Monthly","search engines"
"391","1306388","anonymous",1,0,0,0,1,"D6171219","Digital Only - Monthly","typed/bookmarked"
"392","1306676","subscribed",1,0,1,0,0,"D6274463","All Access","search engines"
"393","1307217","subscribed",2,0,1,0,1,"D6079241","Digital Only - Monthly","search engines"
"394","1307635","reg",3,1,1,2,0,"D6057082","Premium (Digital + Print)","other web sites"
"395","1307892","subscribed",21,1,0,0,27,"D6153264","Premium (Digital + Print)","typed/bookmarked"
"396","1308430","anonymous",1,0,0,0,1,"D6078560","Digital Only - Monthly","typed/bookmarked"
"397","1308621","anonymous",1,1,0,0,0,"D6043104","Premium (Digital + Print)","other web sites"
"398","1308668","reg",1,0,1,0,0,"D6026590","Digital Only - Monthly","search engines"
"399","1309393","subscribed",1,0,1,0,0,"D6207601","Digital Only - Annual","search engines"
"400","1310058","subscribed",6,6,0,0,2,"D6041238","Digital Only - Monthly","other web sites"
"401","1310785","reg",5,0,1,2,2,"D6090457","Digital Only - Monthly","search engines"
"402","1311160","subscribed",2,1,1,0,0,"D6109757","Digital Only - Annual","other web sites"
"403","1311472","anonymous",1,0,0,0,1,"D6030246","Digital Only - Annual","typed/bookmarked"
"404","1311686","subscribed",3,0,1,1,3,"D6175945","Digital Only - Monthly","typed/bookmarked"
"405","1311723","subscribed",13,0,0,0,17,"D6269504","Digital Only - Annual","typed/bookmarked"
"406","1311730","subscribed",1,0,0,0,1,"D6263185","Premium (Digital + Print)","typed/bookmarked"
"407","1312624","reg",3,0,2,0,1,"D6088540","Digital Only - Annual","search engines"
"408","1312832","subscribed",1,1,0,0,0,"D6079051","Digital Only - Monthly","other web sites"
"409","1312951","anonymous",1,0,0,0,1,"D5939639","Digital Only - Annual","typed/bookmarked"
"410","1313284","subscribed",10,0,3,0,10,"D6269493","All Access","search engines"
"411","1313373","reg",1,0,1,0,0,"D6234082","Digital Only - Monthly","search engines"
"412","1314689","reg",1,0,0,0,2,"D5916977","Digital Only - Annual","typed/bookmarked"
"413","1315527","subscribed",1,0,1,0,1,"D6046341","Digital Only - Monthly","search engines"
"414","1316281","reg",1,0,1,0,0,"D6066954","Digital Only - Monthly","search engines"
"415","1316560","subscribed",23,1,1,0,33,"D6269496","Digital Only - Annual","typed/bookmarked"
"416","1317551","anonymous",1,0,0,0,1,"D6076327","Digital Only - Annual","typed/bookmarked"
"417","1317968","reg",2,0,1,0,1,"D6039882","Digital Only - Monthly","search engines"
"418","1318049","reg",1,0,0,0,1,"D6030502","Digital Only - Annual","typed/bookmarked"
"419","1318764","subscribed",17,0,1,0,22,"D6043416","Premium (Digital + Print)","search engines"
"420","1319064","subscribed",3,0,0,0,5,"D5949145","Digital Only - Annual","typed/bookmarked"
"421","1319397","reg",3,0,0,0,3,"D6057726","Digital Only - Monthly","typed/bookmarked"
"422","1320070","subscribed",1,0,0,0,1,"D5924233","Premium (Digital + Print)","typed/bookmarked"
"423","1320243","reg",2,0,0,0,2,"D6109236","Digital Only - Monthly","typed/bookmarked"
"424","132033","subscribed",5,0,0,0,6,"D6076410","Premium (Digital + Print)","typed/bookmarked"
"425","1320575","anonymous",1,0,1,0,0,"D6090130","Premium (Digital + Print)","search engines"
"426","1320601","subscribed",26,0,1,0,33,"D6227290","Digital Only - Monthly","typed/bookmarked"
"427","1322942","anonymous",1,0,0,0,1,"D6224086","Digital Only - Monthly","typed/bookmarked"
"428","1323543","reg",1,0,1,0,1,"D6282120","Digital Only - Annual","search engines"
"429","1325189","anonymous",1,1,0,0,0,"D6002957","Digital Only - Monthly","other web sites"
"430","1327625","subscribed",3,0,0,0,3,"D6259057","Digital Only - Annual","typed/bookmarked"
"431","1328942","subscribed",2,0,2,0,0,"D6003007","Digital Only - Monthly","search engines"
"432","1329680","subscribed",2,0,0,0,2,"D6283810","Premium (Digital + Print)","typed/bookmarked"
"433","1330225","reg",1,0,1,0,0,"D6154629","Premium (Digital + Print)","search engines"
"434","1330807","subscribed",1,1,0,0,0,"D6046389","Premium (Digital + Print)","other web sites"
"435","1331756","subscribed",7,0,0,0,7,"D6096091","Digital Only - Annual","typed/bookmarked"
"436","1332295","reg",1,0,1,0,0,"D6176673","Digital Only - Monthly","search engines"
"437","1333212","anonymous",1,0,1,0,0,"D6207398","Digital Only - Monthly","search engines"
"438","1333294","subscribed",12,0,0,0,14,"D6171084","Digital Only - Annual","typed/bookmarked"
"439","1335429","anonymous",1,1,0,0,1,"D5938283","Digital Only - Annual","other web sites"
"440","1340175","reg",1,1,0,0,0,"D6171074","Digital Only - Monthly","other web sites"
"441","1341092","reg",2,0,0,0,2,"D6055812","Digital Only - Monthly","typed/bookmarked"
"442","1341101","subscribed",1,0,0,0,2,"D6029884","Premium (Digital + Print)","typed/bookmarked"
"443","1341679","subscribed",2,0,2,0,0,"D6109111","Premium (Digital + Print)","search engines"
"444","1343300","subscribed",4,1,3,0,1,"D6286586","Digital Only - Monthly","search engines"
"445","1343492","anonymous",1,0,1,0,0,"D6234727","Digital Only - Monthly","search engines"
"446","1345389","subscribed",8,0,0,0,11,"D6044039","Digital Only - Annual","typed/bookmarked"
"447","1345411","subscribed",3,1,1,0,3,"D6075273","All Access","typed/bookmarked"
"448","1345817","subscribed",2,1,0,0,2,"D6076134","Premium (Digital + Print)","other web sites"
"449","1346255","subscribed",11,2,0,0,11,"D6161632","Digital Only - Annual","typed/bookmarked"
"450","1347957","reg",1,0,1,0,0,"D6109709","Digital Only - Monthly","search engines"
"451","1348853","subscribed",59,32,29,0,79,"D6282099","Digital Only - Annual","search engines"
"452","1351787","subscribed",12,2,1,0,19,"D6263624","Digital Only - Annual","typed/bookmarked"
"453","1355535","reg",8,0,0,0,9,"D6307905","Digital Only - Monthly","typed/bookmarked"
"454","1357126","subscribed",14,7,1,0,11,"D6107993","Digital Only - Monthly","typed/bookmarked"
"455","1358019","reg",49,12,4,0,74,"D6286889","Digital Only - Monthly","typed/bookmarked"
"456","1358974","subscribed",8,0,2,0,7,"D6076064","Digital Only - Monthly","search engines"
"457","1360585","reg",2,1,1,0,2,"D6008597","Digital Only - Annual","search engines"
"458","1361279","anonymous",10,6,0,0,9,"D6102268","Digital Only - Annual","typed/bookmarked"
"459","1361401","reg",1,0,1,0,0,"D6066643","All Access","search engines"
"460","1365784946848178939_4193732480712772300","anonymous",6,0,0,0,6,"D6183315","Premium (Digital + Print)","typed/bookmarked"
"461","1366091","reg",3,0,2,0,2,"D6095078","Digital Only - Annual","typed/bookmarked"
"462","1366427","subscribed",13,0,3,0,10,"D6234083","Digital Only - Annual","search engines"
"463","1366609","subscribed",2,0,4,0,0,"D6043045","Digital Only - Annual","search engines"
"464","1371241","reg",6,0,7,0,2,"D6282209","Digital Only - Annual","search engines"
"465","1372401","subscribed",5,2,0,2,4,"D5940201","All Access","typed/bookmarked"
"466","1372636394008350044_1749346434945471815","anonymous",1,0,1,0,0,"D6089051","Digital Only - Monthly","search engines"
"467","1373891","reg",2,1,0,0,2,"D6102344","Digital Only - Annual","other web sites"
"468","1374343","anonymous",1,0,1,0,0,"D6056729","Digital Only - Monthly","search engines"
"469","1374372","subscribed",9,3,5,0,8,"D6014560","All Access","typed/bookmarked"
"470","1374980","subscribed",2,1,0,0,1,"D6056456","Premium (Digital + Print)","typed/bookmarked"
"471","1375596","subscribed",29,0,0,0,34,"D6298230","All Access","typed/bookmarked"
"472","1376299","subscribed",1,0,1,0,0,"D5917174","Premium (Digital + Print)","search engines"
"473","1376405","subscribed",3,0,0,0,3,"D6165686","Digital Only - Annual","typed/bookmarked"
"474","1376726","subscribed",5,1,2,2,1,"D6250526","Digital Only - Annual","social networks"
"475","1376899","anonymous",1,0,0,1,0,"D5925086","Digital Only - Monthly","social networks"
"476","1377231","reg",1,0,0,0,1,"D5922750","Digital Only - Monthly","typed/bookmarked"
"477","1377981","anonymous",1,0,1,0,0,"D5939807","Digital Only - Monthly","search engines"
"478","1378358","subscribed",10,0,0,0,12,"D6066928","Premium (Digital + Print)","typed/bookmarked"
"479","1378550","subscribed",15,9,10,0,3,"D6174224","Digital Only - Monthly","other web sites"
"480","1379155","subscribed",2,0,2,0,0,"D6029491","Premium (Digital + Print)","search engines"
"481","1380566","subscribed",16,0,0,0,18,"D6075084","Digital Only - Annual","typed/bookmarked"
"482","1380570","subscribed",6,4,0,0,3,"D6043403","Premium (Digital + Print)","typed/bookmarked"
"483","1380956","reg",5,0,3,0,2,"D6286641","Digital Only - Monthly","typed/bookmarked"
"484","1382994","anonymous",1,0,1,0,0,"D5924000","Premium (Digital + Print)","search engines"
"485","1383236","reg",3,0,1,0,2,"D6283536","Digital Only - Monthly","typed/bookmarked"
"486","1383636","subscribed",39,3,58,2,21,"D6264439","Digital Only - Monthly","other web sites"
"487","1384022","reg",2,0,2,0,0,"D6273912","Digital Only - Monthly","search engines"
"488","1384210","anonymous",1,0,0,0,1,"D6270033","Digital Only - Monthly","typed/bookmarked"
"489","1385421","subscribed",4,0,0,0,5,"D5941303","Digital Only - Annual","typed/bookmarked"
